doc_id,para_id,author,paragraph
36D Chair,36D Chair_80,A,"Not really. No. I would have thought that’s true, whether you’re manufacturing goods and you’re trying to work out how people buy things. And if you don’t understand the decision makers in – let’s take some European markets and say that in Germany – I’ll make stuff up. That it’s actually the women in the household that are making all these decisions, they’re doing all this purchasing, even though they might, in Australia, be deemed to be the Bunnings type male purchase. But in Germany they’re not. If you didn’t understand that and grasp that you could be -"
36D Chair,36D Chair_81,Q,Your advertising campaign is over.
36D Chair,36D Chair_82,A,"That’s right. You could be right out of touch. If you didn’t understand that – let’s look at a failed thing. They did try to take Bunnings into the UK using them and didn’t understand that the UK doesn’t have – there’s not those spaces for big box retail, in the sort of places that most people do their shopping. So, you’re trying to wrench them into a whole new type of purchasing behaviour. That on a Saturday instead of going down the High Street they’re driving out to the edges of London, which is no mean feat. Takes you your full hour or so to get to the edge of the city and two hours to get to the other edge of the city. So, that failed in London. Not just London, but the UK, as an overall move. So, I think you do need to understand culturally. And that’s, it doesn’t mean you have to immediately go and find a pom and put them on the board. But you’ve got to recognise your weaknesses. And you’re more likely to do that, the more opinions and mindsets around the table, the more likely you are to recognise those gaps."
36D Chair,36D Chair_83,Q,That’s good. And then you can fill it in through research or whatever. Your advisory board.
36D Chair,36D Chair_84,A,You bring advisers on and you maybe bring on a new director from that location.
36D Chair,36D Chair_85,Q,"So, would you say it’s a nine or a ten or an eight or -"
36D Chair,36D Chair_86,A,In terms of importance?
36D Chair,36D Chair_87,Q,Yes. Can you tie into it?
36D Chair,36D Chair_88,A,"Yes. It will vary by where you’re selling and what you’re selling, et cetera. And whether it services and so on. But I think if I was just trying to throw a blanket over it, I would have thought it was up there at the eight or nine."
36D Chair,36D Chair_89,Q,"And it does depend on the situational context. So, the reason it changes is – is there because of risk? Do you think it’s important in situations of risk? Or not important."
36D Chair,36D Chair_9,Q,Okay.
36D Chair,36D Chair_90,A,Yes. I think it’s – are we talking diversity generally?
36D Chair,36D Chair_91,Q,"Diversity, generally."
36D Chair,36D Chair_92,A,Generally.
36D Chair,36D Chair_93,Q,"And it’s very broad what you said. But ultimately to avoid group think, I think is your -"
36D Chair,36D Chair_94,A,"I think it – but I wouldn’t want to limit it to saying it’s a risk mitigant, because it’s much more than that. It’s about your creative. You can look at it, and say you’re eliminating some risk of the downside, but you’re also creating a huge upside potential."
36D Chair,36D Chair_95,Q,"That’s great. No-one’s put it so succinctly. That’s great. Is there a particular kind of diversity that matter more than others, do you think?"
36D Chair,36D Chair_96,A,"I think the type of – I do think it’s really important to have people who come at problems differently. And that can be driven, as we said, it could be your experience, it could be your expertise and it could just be your background, where you’ve lived and family experience and so on. But to me, it's about having people come at things differently. So, they’ll look at the same painting on the wall, and they’ll think about that quite differently."
36D Chair,36D Chair_97,Q,Yes. I notice that.
36D Chair,36D Chair_98,A,"So, that to me, is more important to me than saying, oh well, she’s a woman, she’ll understand how women purchase. That might be true, but there’s probably a bunch of really intuitive male marketers out there who’d understand that just as well or better. You don’t have to be a woman to understand, you don’t have to have played league football to coach it."
36D Chair,36D Chair_99,Q,"So, it seems that, and this is a theme that I think has come up. You’re about number 38 that I’ve interviewed. That other kinds of diversity like background, gender, all those demographics, they are contributing to this cognitive diversity or different ways. And it’s that what you want. It’s not how you get, whether it’s your background, whatever. But that you get cognitive diversity. Because through that you get risk mitigation and value creation. Is that it?"
37D,37D_1,Q,"Thank you very much, 37D, for agreeing to participate in our research, it’s fabulous, we’re really pleased to have you onboard.  We’re talking about board diversity, and we’re really interested to hear from people like yourself, who are on the ground, who sit on Australian boards, and then we’ll look at building theory from that experience.  So, thank you very much for contributing your experience."
37D,37D_10,Q,"So, we can reflect across four boards, three of which are not for profit and one is for profit.  That will be great.  What year were you first a director?"
37D,37D_100,A,Good.
37D,37D_101,Q,"I’d like to explore how diversity might contribute to conflict on boards.  Have you ever seen it create conflict, and if so, how was it managed?"
37D,37D_102,A,"I haven’t seen it create conflict, and I think this is where the basic rules need to be put down, as far as the respect, integrity, communication, and how that all plays out.  So, no I haven’t ever experienced that, to be honest."
37D,37D_103,Q,"That doesn’t arise from diversity, that arises from a poorly developed culture, does it?"
37D,37D_104,A,"I would suggest so, yeah."
37D,37D_105,Q,There’s a lot of talk about cognitive diversity and board functioning; do you feel that cognitive diversity influences your board’s functioning?
37D,37D_106,A,When you talk about ‘cognitive diversity’ can you just elaborate more on what you mean with that?
37D,37D_107,Q,"Well, I don’t mean anything.  There’s a term out there called cognitive diversity, it’s not fleshed out consistently in the theory so I can’t give you an objective view, but what I understand it to mean is that people have different approaches to problem solving.  Some people, for example, might be process oriented, some people might be outcomes oriented.  When you talked about the test you did to see how different people on the board think, that would be part of cognitive diversity?"
37D,37D_108,A,"Yes.  That’s fine.  I would suggest that cognitive diversity, if you don’t have it, I think, you would run the risk of having that groupthink.  So, you do need your people who are risk averse, like the checks and balances people, but you also need the future thinking people.  I guess this is why boards often will ask for a mix of people at the board, but they often will go for the education and skill base of a lawyer, a marketing person, an IT person.  Now, whether that’s the ideal type of way to advertise for people, I’m not sure.  You do, perhaps, need technical expertise, although on a board, you and conceivably ask for technical expertise to be brought in as you need it."
37D,37D_109,A,"So, I’m not totally convinced that you do need all that technical knowledge at the board, but I do think you need that way of looking at things.  For instance, generally, not always speaking, but older generations we may be more risk averse with our thinking because we’re in a different place in our life, and not always the case.  Whereas, a young person my see many different opportunities and ways a problem could be solved.  So, it’s important, absolutely, otherwise, I think, we could run the risk of that groupthink."
37D,37D_11,A,"With the  Credit Union, that was 1999 that I was appointed to that board, and in 2009 I voluntarily exited, and we may well get into why I did that, I’m not sure what the questions will be."
37D,37D_110,Q,Do people outside the board influence the selection process?
37D,37D_111,A,Outside?
37D,37D_112,Q,"Like recruitment organisations, do they influence the process of selection?"
37D,37D_113,A,"Well, I think it depends on what board you’re looking at.  Some boards do go through recruiters and will be that first point of call.  Some boards do their own recruiting, government boards it can be a variety of external recruiters or advisors from politicians seeking out various people to sit on government boards, although there is a more rigorous way of selecting people for government boards now, having to register, for instance, up front.  I think there are a variety of ways, and it might just be a word of mouth search, as well."
37D,37D_114,Q,"Do you think, the boards that you’ve been on, when they’ve been selecting new members, have they considered ways to increase diversity?"
37D,37D_115,A,"If I look at Australian Central Credit Union, when I was on that board we were purely member elected, and then, over time, we brought in a board selection subcommittee to interview candidates and we would have someone independent on that particular board, but mostly it was made up of board members, which is an interesting combination, in itself."
37D,37D_116,A,"Over time, with now what’s turned into People’s Choice Credit Union, I notice they’re really orchestrating the directors they have on their own board.  So, they’re trying really hard to vet out members who put their hands up before the election comes, so there’s no competition for the people they’re wanting on their board."
37D,37D_117,A,"Can you prove it?  Probably not, but that’s what it looks like."
37D,37D_118,Q,"Wow, and that’s more recent, these are recent practises?"
37D,37D_119,A,Yes.
37D,37D_12,Q,"The first question is, what does board diversity mean to you?"
37D,37D_120,Q,"So, very inward looking?"
37D,37D_121,A,Yes.
37D,37D_122,Q,"So, regulation hasn’t been able to change that?"
37D,37D_123,A,"Its interesting, isn’t it?  Because I would have thought regulation would contain it, but, I suppose, with any regulation, you can look at the rules and work around it to get what you need.  So, in the case, I suspect, with People’s Choice, for instance, they’re looking at particular skills and backgrounds of board members, so they would probably be arguing the case that, “These are the people we need on the board.”  So, I imagine that’s how they’re doing it."
37D,37D_124,Q,"Then, they’re presenting this group to their members who vote them on, is that it?"
37D,37D_125,A,"That’s right, that’s exactly right.  And, unless there’s quite a loud dissent it will just carry on as it is."
37D,37D_126,Q,"Do you feel tensions can arise in the board selection process, between on the one hand trying to avoid groupthink, and on the other to obtain a collegiate fit to support that culture of the board?"
37D,37D_127,A,What was the last part you said?
37D,37D_128,Q,A collegiate fit to support the culture of the board?
37D,37D_129,A,"It’s an interesting balance, really, because you certainly don’t want a board that’s just forever having a big talk fest about everything and not making decisions.  That’s why I think education of board members, when they are first reporting to boards, is really important, so they understand their role, they understand the process, they understand decisions need to be made, they understand the organisation they’re with.  So, those types of introductory processes and ground rules are really important.  I think there’s a fine line between collegiate and diversity.  It’s an interesting point you raise, really."
37D,37D_13,A,"Board diversity is, to me, much broader than just the male/female bit.  It’s something that needs to address the changing landscape, of our population, in cultural mix as well as age range.  I think countries, generally, are aging, so we need to have the younger to older generations, the different cultural backgrounds, and also the male/female things, and the skill mix, as well.  So, it’s multidimensional, it’s not just what, I believe, was initially the discussion of the board diversity, and that was simply male/female mix."
37D,37D_130,A,"I would, probably, feel happier with diversity as opposed to the collegiate gathering, depending on how deeply all the relationships ran and what the connections were.  There is talk in Eastern states, particularly in New South Wales, that there are particular old boys’ networks that just continually support each other to be on boards.  I don’t know if it’s true, but this is what I’ve heard.  That would worry me more, I think, as well."
37D,37D_131,Q,"I’ve interviewed board members, and they’re male, who have said, “I wouldn’t accept a board position if there was not gender diversity,” they can see that, because it’s a sign that board is too conservative for them."
37D,37D_132,A,"Yes, that’s really encouraging, that’s very good."
37D,37D_133,Q,"Yeah, that’s what the women say.  So, the boards that you’re on and are familiar with, do they have any barriers to managing or building diversity?"
37D,37D_134,A,"The two I’m currently on, no there are no barriers.  I guess it’s just really how they’ve landed, to be honest, and it’s to do more with the interest of the people involved in these particular bodies.  With the previous ones, the only barrier with Australian Central was to have the members support you; that was the biggest barrier.  Over time, what could have become a barrier, and did become a barrier to some, members who wanted to become board directors and who were not on the board currently, was the actual board interview process, and they didn’t, necessarily, pass the appropriate test of understanding corporate governance and fiduciary duty and things like that."
37D,37D_135,A,"That’s an interesting thing, in itself, given that some members owned financial institution to knock people out.  So, that’s a dilemma, in itself, in many ways, knocking members out of running for a member institution, ist’ probably more of a moral, ethical dilemma, I think, more than anything; perhaps not a legal dilemma, but morally and ethically, I think, very challenging."
37D,37D_136,Q,"To understand that, are you saying that if a person is a member of an organisation that they can’t become a member of the board unless they understand board governance, [overtalk] [00:33:13]."
37D,37D_137,A,"Yeah.  There were a number of questions about understanding the organisation, the fiduciary duties, the governance, just all those structures, which, in my view, can be learnt.  It’s not, necessarily, something you need to go to a board with.  It’s an old age question, isn’t it?  When you go for an interview and they’re wanting experience, if you don’t have experience how do you get experience if you don’t ever have the chance.  So, I think, entry into boards and onto boards is something, I think, is addressed by a number of organisations but we, probably, still have a bit more work to be done on that."
37D,37D_138,Q,"That’s interesting, isn’t it?"
37D,37D_139,A,Mm.
37D,37D_14,Q,"Do you think approaches to problem solving, or cognitive diversity, is also important in the way people approach decision making?"
37D,37D_140,Q,"Where I also thought there was a parallel, you’ve got the union where you need the members to support you.  With a government appointment, do you need the minister or someone to support you?"
37D,37D_141,A,"Yeah, the ministers sign off on those appointments.  Government boards are interesting because while there needs to be the robust discussions there can be constraints to how far you can go with, say, strategic plans.  So, with SA Water, for instance, the aim of SA Water, besides delivering water bulk and domestic water to South Australia, was to raise enough profit to then go back into government, to support the government processes.  So, there was a mandate there, even though it was a corporation, and not, necessarily, run by government, there was still that understanding that’s what needed to happen."
37D,37D_142,Q,"Right.  So, that’s communicated to the Chair or to all board members?"
37D,37D_143,A,"More or less to the Chair, and also the Chair of the Audit Committee, they understand that very well, and they’ll have meetings with the minister periodically, an update session.  When you become a board member on a government body, in my view, you do understand that there is room to suggest change, but there are certain constraints that you may need to work within."
37D,37D_144,Q,"Sure.  As board members, you are all aware of that?  Tt’s transparent to the board members, is it?"
37D,37D_145,A,"Well, I don’t know if it was ever said to me, if that’s what you -"
37D,37D_146,Q,Oh.
37D,37D_147,A,"I don’t know that it was ever said, I think it was just something I instantly understood, and I don’t know about the others, I think we all just understood it."
37D,37D_148,Q,"Okay, well -"
37D,37D_149,A,I’ve never thought about it before.
37D,37D_15,A,"Definitely, and in fact, one of the boards I was involved in what Australian Central Credit Union, and we undertook the HBMI, which looked at how we operated as directors.  What that identified was a number of board directors operated very much in information sorting, some operate in the communication, where some operated with emotional leads in their conversations and how they behaved, and some of us operated in a very futuristic thinking way."
37D,37D_150,Q,Otherwise it’s like the transparency problem.
37D,37D_151,A,Yes.
37D,37D_152,Q,"But it wasn’t experienced as a problem.  So, you were all selected well by the minister?"
37D,37D_153,A,"It’s interesting.  I think there’s that presumption that you won’t embarrass the government, and, I guess, the reason you won’t, as well, is because to go on a government board, in my view, you have some sort of loyalty to government, as well.  So, yeah, that’s interesting, I’ve never thought about it."
37D,37D_154,Q,"It’s a class thing, the culture of the board is powerful."
37D,37D_155,A,"Isn’t it, yes."
37D,37D_156,Q,"So, from a regulatory perspective, how do you feel about the way diversity of Australian boards is currently being promoted?"
37D,37D_157,A,"I think we still have a long way to go, from all accounts, and the reports on diversity, those boards that have diversity, and it still is the gender diversity we’re talking about and they appear to function better and they have more robust systems in place.  Look, I think there are still some ASX companies, I don’t remember how many, that do not have any female members on their board.  Whether they have other sorts of diversity I wouldn’t be sure.  So, there still is that resistance to the gender diversity on boards."
37D,37D_158,A,"I think we might see another, maybe, 20 years before we have true genuine diversity, where it’s not tokenistic.  Some are still tokenistic where they feel they have to appoint someone just for the sake of it, so I think we’ve still got a long way to go.  A bit like the wage gap, we’ve still got a long way to go there."
37D,37D_159,Q,"What’s holding it back, do you think?"
37D,37D_16,A,"Now, it was really good to do that exercise, but I never believed it was brought together so we all worked out how we worked with each other from there, it was still – because it was a financial institution, in my view, it was still seen that the accountant type of personality were the dominant personalities and they would lead the board direction, and they were quite risk averse, as well.  So, as far as future thinking went, it could happen, but it was, often, very watered down, in my view."
37D,37D_160,A,"I think Australian society is still, generally, very patriarchal, and I think we see this demonstrated on many fronts.  In my view we saw it when Julia Gillard was PM.  While she was greeted with open arms by some, there was absolute anger towards her for what had happened.  Now, we’ve seen it with male PMs overthrowing other male leaders and it doesn’t seem to even ripple, really.  So, I do think we still have this gender divide and we are, generally, a patriarchal society."
37D,37D_161,Q,"Wow.  So, in that context then, do we still need gender targets and quotas?"
37D,37D_162,A,"I think we need legislation.  I think we need to be like Iceland, for instance, where there’s legislation that says, “If men and women are employed in the same organisation in the same position, they do get paid the same, otherwise there are fines that will be applied to the company.  I think we need to see that through, not just our general employment, but particularly government boards, which I think we are doing better at.  The ASX boards and other boards, I think we need to look at the legislation to apply to them as well, which I think is better than quotas.  I think quotas can sound a bit tokenistic, but if it’s in legislation it can’t be avoided."
37D,37D_163,Q,"Brilliant.  Good on you.  So, looking 10 years into the future, how would you like to see the diversity of Australian boards?"
37D,37D_164,A,"Well, I would like to see no more discussion about gender diversity, because I find it quite an insulting discussion and one that I don’t feel comfortable having.  I think we pride ourselves on being a civil society, yet we still have these very basic discussions on equality, for instance.  So, I would like to see a more robust framework applied to boards, that actually is transparent, that board directors are held to account, that boards do have diversity across all the lengths and breadths that we’ve discussed."
37D,37D_165,A,"And, where shareholders and members do actually have a say if they’re not happy with how their board is performing.  And, not a tokenistic say, like we’ve seen recently with the AGM season where shareholders can be outraged, but where actual action can be taken to make board directors walk the talk, if you like, about how corporate governance should be applied."
37D,37D_166,Q,"Like the Commission of Enquiry into Banking, like that?"
37D,37D_167,A,"Oh, we need some prosecutions on that for that to ever have any teeth, I think, and whether we do see any prosecutions, I don’t know.  Often what happens is, it falls down the tree to those on the front line and the less empowered who can be prosecuted.  We’ve seen it, for instance, in the Aged Royal Commission, that it’s not the people in management or more senior, but it falls down to the aged care workers who are on the front line, who are the ones who are prosecuted, which I think is so unfair, because they’re only responding and acting in a position that they know best."
37D,37D_168,A,"So, with the Banking Royal Commission we need to see some action from that.  Now, whether we do or not, I don’t know, and it’s becoming further and further out.  I think if there aren’t any prosecutions, we’ll just see banking slowly slide back to how it was before."
37D,37D_169,Q,"What I sense was a democratic process, that boards are accountable to its members or shareholders, or whatever.  But, if Australian society is patriarchal, how will that form of accountability ensure the sort of equity that you’re concerned about, equality."
37D,37D_17,Q,Can I just clarify?  Is it HBMI test?
37D,37D_170,A,"I think governments can set the tone from the top.  So, if you have legislation that has to be enacted through laws and regulations and policies, which says, “This is how our boards need to look, this is how they must act, this is how they must behave,” that, I think, goes a long way to changing how society views itself.  It’s not then, just about one particular group being in charge, it’s about the equitability of diversity, because the framework says, “This must happen.”"
37D,37D_171,Q,"Okay, that’s wonderful.  This legislation that you’re talking about, for boards, and it’s pay as well, will assist a transformation in our patriarchal society here?"
37D,37D_172,A,"Yes, because we see that expectation then, actually from the highest law makers in our land, that that’s what’s expected.  When you look at wage equity, you’re look then also at equity in parenting leave, for instance, and it can then run onto childcare accessibility and affordability, as well.  So, there are a whole lot of knock on effects from looking at equitable wages."
37D,37D_173,Q,"Right.  That’s brilliant.  So, this is a seriously multi-level, we’re talking government, government institutions, and probably director programs, because you’re saying education is very important of board members."
37D,37D_174,A,Yes.
37D,37D_175,Q,That’s wonderful.
37D,37D_176,A,Very good.
37D,37D_177,Q,Do you have any last final comments?
37D,37D_178,A,"Well, I don’t mean to be a pessimist, but I don’t know that anything is going to change in the short term."
37D,37D_179,Q,Do you think it will change in the 10 years?
37D,37D_18,A,"Yeah, I’d have to get back to you with that, I’ll let you know, I’ll give you a call, that will be helpful for you."
37D,37D_180,A,"As far as the legislation for equitable wages, I don’t think we’ll have the appetite for that, in the foreseeable future, because within equity in wages is people business, so unions, for instance, have a platform, they have a reason to exist, for example.  So, I think we’ve got a lot of work to be done yet."
37D,37D_181,Q,"So, some of the barriers are not just social then, are they economic?"
37D,37D_182,A,"I think so, and I think there a stakeholder investment in self-interest, as well."
37D,37D_183,Q,"Okay.  We can just start this interview again and explore the stakeholder interest.  That was fantastic, that was really great."
37D,37D_184,A,"My pleasure, I enjoyed it a lot.  Thank you."
37D,37D_185,Q,"Thanks 37D.  I’m going to turn it off, so we –"
37D,37D_187,Q,END OF TRANSCRIPT
37D,37D_19,Q,"It’s interesting, yeah that would be great.  This culture of risk aversion and focusing on finances, was that, do you think, cultivated by the regulation of the financial industry, at the time?"
37D,37D_2,A,My pleasure.
37D,37D_20,A,"Sorry, say that again."
37D,37D_21,Q,"Do you think that the culture, of this financial board, the risk aversive culture and the focus on financial decision-making styles, was that, perhaps, influenced by the regulation of the board, at that time?"
37D,37D_22,A,"It possibly could have been.  Yeah, I think regulation was a factor, and risk aversion was also a factor as well, so I do think, in some degree, that was the influence.  Also, at that time, they were bringing in the requirement, it was for financial institutions to hold so much in capital against their loan book, as well, so there was quite a bit of, I guess, turmoil in the industry, at times."
37D,37D_23,Q,How did this fit in with the global financial crisis?
37D,37D_24,A,"Well, this was just before the global financial crisis.  What we were finding before the global financial crisis, loan books, particularly for smaller institutions, were becoming quite challenged, and for smaller institutions, in fact, in some ways they were shrinking.  So, therefore, there was that thought that the bigger big four were being supported by government to more of an extent than the smaller institutions."
37D,37D_25,Q,"So, how was the government intervening, here, in that industry?"
37D,37D_26,A,"From what I remember, the government was looking at – I’m sorry, I’ve been thrown off my game, I just read an email that took my attention, I wished I hadn’t looked at it, actually."
37D,37D_27,Q,Do you want to have a pause?
37D,37D_28,A,"Yeah, can I have a pause for a minute?"
37D,37D_29,Q,"Of course, I’ll turn this off, and do you want to email me when you’re ready?"
37D,37D_3,Q,There are a couple of demographic questions; how many years have you been a board director?
37D,37D_30,A,"Yes, or I can give you a ring back, one or the other, yeah, sure."
37D,37D_31,Q,Okay.
37D,37D_32,Q,Interruption- part 2
37D,37D_33,Q,"Okay, thanks 37D.  The question we were exploring was, whether, and if so, how government was intervening in the financial industry, and this was leading up to the financial crisis and you mentioned someone about the four major banks, they were being affected differently than the smaller -"
37D,37D_34,A,"Yeah.  I can’t remember the details now, but in effect, the big four banks were given more guarantee, from what I remember, like deposits and what have you than the smaller credit unions and banks, like say the Bendigo Bank, and there was a real us and them mentality.  That’s probably all I recall, at that point, which is probably not that helpful, I’m sorry."
37D,37D_35,Q,"No, but it might reinforce the culture of the board that you were on, being risk averse and financially focused."
37D,37D_36,A,"That’s right.  I think, also, the risk averseness, you can be risk averse in certain ways, with a financial institution, as in any other business, I believe, in fact, you’re handling people’s money responsibly and investments responsibly is certainly top of mind, but I think there could have been more risks taken with marketing and with engaging with customers in the future, for instance.  So, there were elements where we could have taken, I think, more risks."
37D,37D_37,Q,"So, lack of diversity was playing a role in how risk was managed, and your exposure to risk, in your view?"
37D,37D_38,A,"Yeah, I think so, and I think, also, there was quite a significant – if I remember rightly, I think we had nine directors plus the CEO, who was non-voting, but from what I recall, there was quite a significant group of risk averse accountant type thinking people, all these auditing type thinking people who wanted to be more careful with the strategy.  The other observation I made was the Chair and the CE, which I would expect had pre-meetings, but then I felt I would witness the Chair really moving the meeting how he wanted to, and, possibly, in relation to the conversation he had previously with the Chief Executive."
37D,37D_39,A,"So, my view is, these conversations do need to happen between Chairs and Chief Executives, but I do think there needs to be a certain disclosure element in that conversation, as well, if we’re going to have full transparency there needs to be that frank and feel of disclosure, as well, of those side conversations."
37D,37D_4,A,"I have been a board director, on the current two boards that I’m involved in – with one it would be about six months because we’re formulating that one, and that’s an Australian Association for a group of health practitioners, so I’m an inaugural board member.  There is an advisory board, of an Australian Research Fund, and that is set up to support students looking into PTSD."
37D,37D_40,Q,Do you think that’s a strategy that reduces diversity of decision making?
37D,37D_41,A,"Yeah, I think so, because what I witnessed, and I did speak to a few of my other board colleagues, was that conversations would be directed in a certain way, and conversations that were not welcome would be shut down.  Often, the line would be used, ‘in the interest of time’, which, I think, if you’re going to have a board you need to let people explore ideas and voice their views, whether they’re mainstream or not, they need to be heard."
37D,37D_42,Q,"So, the culture of the board wasn’t inclusive of diversity?"
37D,37D_43,A,"I think diversity of thought, absolutely, and I think there were some situations where – well, I did, I witnessed people being, “Thank you very much for your contribution,” and not allowed to finish what they were saying."
37D,37D_44,Q,Right.  How many women were on the board?
37D,37D_45,A,"It varied over the 10 years.  The most females we had, at any one time, I think I recall three of us, yeah, three of us.  Now, none of us ever held significant positions, we were all directors, but we didn’t hold Chair or Deputy Chair, we didn’t hold Chair of any of the subcommittees either, from what I recall.  Yeah, it was quite male dominated."
37D,37D_46,Q,"More recently, there’s an inclusion of sexual differences and other things, ethnicity and different sexuality.  Do you think these kinds of diversity are important?"
37D,37D_47,A,"I think so.  I don’t know whether you need to list every single diversity, but I think we need to be mindful that this could be an inclusion in a particular board, and boards are meant to be representative of their stakeholders or their community.  So, I don’t see any reason why not, and dependent on the board.  I mean, for a financial institution, I suppose, before same sex couples had equal rights to same sex couples, that would have been quite a valuable person to have on a board to really voice that view."
37D,37D_48,Q,"Because home loans and things, yeah."
37D,37D_49,A,"Yeah, that’s right."
37D,37D_5,A,"Apart from that, I was on a couple of boards. An Australian Central Credit Union, and I was on that one for 10 years and there was also a state utility, that was for six years that I was on that particular board."
37D,37D_50,Q,"Very interesting, good point.  So, how have the composition of boards, that you’re familiar with, changed over time in terms of diversity?  You’ve had quite a spread of time since ’99."
37D,37D_51,A,"The two I’m involved in now; one is totally all women, and the reason being, the person who set that board up that was her focus, was to do research into first responders in the medical field, and particularly focused on women, it was the Medical Women’s Memorial Research Fund.  The other one I’m involved in now, is more female dominated and probably due to the fact that in the nutrition profession there seems to be more female nutritionists than male.  So, I think it’s purely from that point of view."
37D,37D_52,A,"For instance, with the board of the Nutritionists Australasian Association and Register of Practising Nutritionists, over time, I would suggest to them we would need to diversify.  I’m the only non-nutritionist on the board, at the moment, so I think, over time, once it’s settled, we do need to look at different skillsets, for instance."
37D,37D_53,Q,"So, it’s in its formative stage, at the moment."
37D,37D_54,A,That’s right.
37D,37D_55,Q,"If I gave you a scale of 10 as extremely important and one as not at all, how important do you think having a diverse board is?"
37D,37D_56,A,"So, 10 is important?"
37D,37D_57,Q,"Yeah, 10 is extremely important and one is not at all."
37D,37D_58,A,"When we talk about diversity it’s all encompassing, it’s not just male/female, its everything that you and I talked about just now."
37D,37D_59,Q,"As you defined it, as you discussed it, yeah."
37D,37D_6,Q,Was the credit union one a for profit?
37D,37D_60,A,"That’s right.  I would say it’s closer to 10 because of the want to have that strong governance, and transparency, there in that particular decision-making body."
37D,37D_61,Q,"How does it contribute to transparency, diversity?"
37D,37D_62,A,"In my view, the big way this would contribute to transparency is the fact that you wouldn’t run the risk of having directors from similar thinking backgrounds, or similar thinking friendship groups, or similar thinking professional groups.  You could bring them all in to be individual thinkers rather than having formed those connections.  That can happen, for instance, on government boards it can happen, and on financial institution boards it can happen.  You can have like, “Bring your mates in,” that type of arrangement on boards."
37D,37D_63,Q,Have you seen this happen?
37D,37D_64,A,"Well, I would say, for instance, in the financial institution one that I was involved in, there were directors who were appointed to the board who were not members of the credit union, which was one of the prerequisites, because it’s a member owned institution.  They were appointed to the board for their skillset to, supposedly, bring a different level of skill to the board.  I think it might have been done clumsily, though, because it did look a bit like bringing in people who knew each other.  How do I know?  I’m not quite sure, really."
37D,37D_65,Q,"It’s just the appearance, yeah."
37D,37D_66,A,"Yeah, it’s just how it looks."
37D,37D_67,Q,"We’re going to have questions later about board selection, so we can look in more detail at that.  I’m still working on the transparency – like not having social networks that might collude and create group think, I can see that as good governance.  The transparency side is, I suppose, because of the networks, is it?  How is it transparent, how does it -"
37D,37D_68,A,"I would suggest that if you had solid friendships on the board, you may be less likely to see frank and feel of conversation, particularly if there are disagreements.  You may be less likely to have total declarations; there might be part declarations of interest but may not be total declarations of interest because of that friendship running so deep.  There may be that protectionism belief in place.  I’m not sure, I don’t know whether I’ve witnessed it, I think it would be hard to prove or out unless someone knew of some backgrounds of some close colleagues on boards, but I have heard it talked about."
37D,37D_69,Q,"So, what it definitely does, it reduces your confidence in transparency?"
37D,37D_7,A,"With the credit unions it really is a for profit, it would call itself more of a not for profit, a mutual organisation, but it operates under the banking sector regulation."
37D,37D_70,A,"Yeah.  I think, what could happen also, is there may be a bit of laziness that can creep in thinking that, “He’s my friend, she’s my friend, they probably read the board papers, I don’t need to worry so much.  They’ve got strength in this, I don’t have strengths in that,” so maybe not getting the most out of every director could be a result, as well."
37D,37D_71,Q,"Do you think there is any situation or context that might cause you to change your importance rating, like high uncertainty, high risk?"
37D,37D_72,A,I’m not sure what you mean?
37D,37D_73,Q,The importance rating of 10 for diversity.  Are there some situations where you might think it’s not so important?
37D,37D_74,A,"No, I think in any board it needs to be taken with importance because there is legislation that does govern boards and board performance.  No, I think it’s important all round.  I think, though, when it comes to not for profit, non-paid positions, it can be challenging to get the right mix of people because, purely, having people volunteer their time can be quite a tall ask.  But for a not for profit, a non-paid position is just as important as a paid position because they’re all governed under the same umbrella."
37D,37D_75,Q,"And, still exposed to as much liability risk?"
37D,37D_76,A,"That’s right, yes."
37D,37D_77,Q,"We can talk about that in a minute, as well.  Does a particular kind of diversity matter more than others?"
37D,37D_78,A,"Well, I guess, really, we do need to make sure, because we do live in a society where it’s half male half female, that there is an importance on having that inclusion represented in a board.  I also think it’s important to recognise younger and older people, and having that representation on boards, as well.  So, they’re two groups, I think, that need to be considered, and there are others that cascade behind that, as well.  It may be specific, dependent on your board that you’re looking at, as well, what other categories of diversity you look at."
37D,37D_79,Q,Do you mean the organisation’s strategic direction and all that?
37D,37D_8,Q,"I’ll put that down as a for profit.  Then, you’ve got a professional one and the research funds, are they both not for profit?"
37D,37D_80,A,"Yes, what its mission is, the strategic direction, why it’s there, why it exists.  That may be important to consider for other cross sections of diversity."
37D,37D_81,Q,"That’s a more enduring factor, that’s not, “Oh well, we’ve got a global financial crisis looming, so let’s do something to change our diversity ranking.”"
37D,37D_82,A,Yeah.
37D,37D_83,Q,So now board functioning; we want to understand how diversity influences board functioning.  Are there particular functions it really helps with or that it can limit?
37D,37D_84,A,"I think, if we’re talking about women and men, or we’re talking about young people and older people, I think we all have different perspectives on life, and we all tend to come at situations through different perspectives.  When I’m talking about this, I’m feeling like I’m getting tangled up in knots in many ways, because at the end of the day, you don’t want a groupthink on a board, that is a dangerous practise to have groupthink."
