,doc_id,para_id,author,paragraph,emotion_profile,emotion_keywords
7516,3D,3D_147,A,"Yes, but that’s part of the diversity criteria that we have.","{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.029, 'joy': 0.113, 'trust': 0.8989999999999999}","['Yes,', 'that’s', 'diversity', 'but', 'that']"
7517,3D,3D_148,Q2,"Correct, correct, but looking at some of the other stuff as well -","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.016, 'disgust': 0.018, 'joy': 0.15, 'trust': 0.856}","['correct,', 'Correct,', 'well', 'as', 'at']"
7518,3D,3D_149,A,"There are no – there is no guidance from the department about any other diversity, except for gender diversity. So we make those determinations ourselves. We determine what sort of other people we might like on the board, whether that’s age or whether that’s local community affiliations, et cetera. The board determines that themselves. So we get – the board has a conversation about that, and gives writing orders to the committee – the sub-committee that deals with that. The department and the minister have determined the approach to gender diversity.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'fear': 0.011, 'disgust': 0.066, 'anticipation': 0.102, 'joy': 0.20600000000000002, 'trust': 0.6560000000000001}","['affiliations,', 'determines', 'determinations', 'whether', 'whether']"
7519,3D,3D_15,Q,"Okay, so when you say there’s an informal push, is this coming from the state or from within your board?","{'sadness': 0, 'anger': 0, 'fear': 0.073, 'disgust': 0.075, 'surprise': 0.188, 'joy': 0.194, 'anticipation': 0.213, 'trust': 0.29700000000000004}","['board?', 'or', 'when', 'is', 'so']"
7520,3D,3D_150,A,"We have to abide by those rules. We are aiming for 50/50 with our female board membership, and also, as I said in the list of shortlisted candidates we want to put up as close to 50/50 – meaning we have to put up 50/50. In reality, we have to. Otherwise there’d be questions. They’ll – we can, but there will be questions.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.027000000000000003, 'trust': 0.278, 'anticipation': 0.736}","['They’ll', 'want', 'will', 'Otherwise', 'there’d']"
7521,3D,3D_151,Q,"Yes, it will come back -","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.07500000000000001, 'anticipation': 0.097, 'trust': 0.868}","['Yes,', 'come', 'back', 'it', 'will']"
7522,3D,3D_152,A,"If we get one female applicant and they’re rubbish in terms of fit, then we can not, but we have to be prepared to answer a lot of questions. Yes.","{'anger': 0, 'fear': 0, 'surprise': 0.002, 'sadness': 0.016, 'anticipation': 0.064, 'disgust': 0.073, 'joy': 0.08700000000000001, 'trust': 0.798}","['Yes.', 'not,', 'but', 'they’re', 'fit,']"
7523,3D,3D_153,Q,"Your skills diversity list, I was wondering, could we have a look at that? Is that something you can -?","{'sadness': 0, 'anger': 0, 'joy': 0.008, 'trust': 0.008, 'fear': 0.017, 'disgust': 0.02, 'anticipation': 0.251, 'surprise': 0.737}","['that?', 'wondering,', 'could', '-?', 'can']"
7524,3D,3D_154,A,"Yes, maybe. I could ask. I could see.","{'sadness': 0, 'anger': 0, 'joy': 0, 'surprise': 0, 'disgust': 0, 'fear': 0.034, 'trust': 0.317, 'anticipation': 0.6890000000000001}","['maybe.', 'could', 'could', 'ask.', 'see.']"
7525,3D,3D_155,Q,If you can? It would be great if you could. Yes. But is that a way to justify your list?,"{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0, 'joy': 0.055, 'surprise': 0.12, 'anticipation': 0.29, 'trust': 0.5750000000000001}","['can?', 'list?', 'would', 'if', 'If']"
7526,3D,3D_156,A,"Without names on it, obviously.","{'fear': 0, 'anger': 0.015, 'trust': 0.049, 'surprise': 0.064, 'anticipation': 0.073, 'sadness': 0.085, 'joy': 0.156, 'disgust': 0.599}","['obviously.', 'Without', 'it,', 'on', 'names']"
7527,3D,3D_157,Q,Yes. Yes. No names on it -,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.011, 'joy': 0.059, 'disgust': 0.06, 'trust': 0.911}","['Yes.', 'Yes.', 'No', 'it', 'on']"
7528,3D,3D_158,A,Sorry?,"{'joy': 0, 'fear': 0.009, 'anticipation': 0.022, 'trust': 0.047, 'anger': 0.065, 'surprise': 0.074, 'disgust': 0.186, 'sadness': 0.638}",['Sorry?']
7529,3D,3D_159,Q,"- justify – it can show that, “Look, no female applied with an appropriate skill mix?” Is it used in that sort of [comprehensive] 00:40:12 way to -","{'anger': 0, 'surprise': 0.015, 'sadness': 0.016, 'fear': 0.12, 'trust': 0.19899999999999998, 'disgust': 0.213, 'anticipation': 0.23800000000000002, 'joy': 0.242}","['mix?”', 'Is', 'can', 'that,', 'justify']"
7530,3D,3D_16,A,Yes.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.007, 'joy': 0.098, 'trust': 0.935}",['Yes.']
7531,3D,3D_160,A,"Well, the matrix that we create when we get the responses, we have to set up a matrix with all the people who applied, the way they’ve rated themselves on all skills, male/female, local – whatever. Then, are they suitable for shortlisting or not suitable for shortlisting, et cetera. So that matrix is created and we use that to – we send that to the department and say, “This is who we are shortlisting.” On occasion they come back and say, “No, you’re going to talk to that person as well.” We have had that. But usually -","{'anger': 0, 'sadness': 0.002, 'surprise': 0.003, 'fear': 0.018, 'disgust': 0.059, 'trust': 0.237, 'joy': 0.25, 'anticipation': 0.47300000000000003}","['Then,', 'is', 'is', 'they’ve', 'say,']"
7532,3D,3D_161,Q,"On diversity grounds, was it?","{'sadness': 0, 'anger': 0.007, 'disgust': 0.05, 'fear': 0.054, 'joy': 0.167, 'trust': 0.208, 'anticipation': 0.216, 'surprise': 0.341}","['it?', 'was', 'grounds,', 'On', 'diversity']"
7533,3D,3D_162,A,"I believe that particular one might have been on they were a medical practitioner, I think. I don’t think it was on – it certainly wasn’t on gender diversity, but I think in that case that that’s what it was. I can’t quite remember. I think that’s what it was. So yes, we have to justify why we’re interviewing the people we want to interview – the people we want to interview – on all sorts of grounds.","{'sadness': 0, 'anger': 0, 'disgust': 0.033, 'fear': 0.04, 'joy': 0.095, 'surprise': 0.202, 'anticipation': 0.291, 'trust': 0.38}","['certainly', 'wasn’t', 'that’s', 'that’s', 'gender']"
7534,3D,3D_163,Q,"I get a picture for how it works, yes. So you research – the board’s – sorry, there’s some research that suggests that boards should consider cognitive diversity as part of selection. You’ve said that whether male or female, or things like an accountant, and whether male/female – lawyers -","{'sadness': 0, 'anger': 0, 'surprise': 0.001, 'fear': 0.012, 'disgust': 0.018, 'joy': 0.152, 'anticipation': 0.21, 'trust': 0.647}","['should', 'So', 'suggests', 'whether', 'whether']"
7535,3D,3D_164,A,"Well, if they’ve got the same background, yes.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.022, 'disgust': 0.026, 'joy': 0.109, 'trust': 0.884}","['yes.', 'same', 'Well,', 'got', 'they’ve']"
7536,3D,3D_165,Q,"Yes, same background, same school, whatever – so very similar. So what do you understand by cognitive diversity and do you think it matters? What role does it play?","{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0.042, 'anticipation': 0.08399999999999999, 'surprise': 0.115, 'joy': 0.134, 'trust': 0.6649999999999999}","['matters?', 'play?', 'does', 'What', 'what']"
7537,3D,3D_166,A,"Yes, it certainly does matter, for the reasons I mentioned before. It’s your entire approach to discussion. It’s your entire approach to decision-making and deliberation and working with others.","{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.009, 'joy': 0.136, 'trust': 0.8960000000000001}","['Yes,', 'decision-making', 'certainly', 'It’s', 'It’s']"
7538,3D,3D_167,Q2,"I think you’ve talked about that in terms of skill diversity, et cetera.","{'sadness': 0, 'fear': 0, 'surprise': 0, 'anger': 0.014, 'disgust': 0.021, 'anticipation': 0.033, 'joy': 0.172, 'trust': 0.8}","['diversity,', 'you’ve', 'that', 'I', 'talked']"
7539,3D,3D_168,A,"Yes, and so – yes. Obviously it makes a big difference to the way you just approach life. I’m on a board, so I’m hesitant to say too much there, just because I teach a subject called “Ethics and Diversity”. So there’s lots of – yes. I don’t want to talk about stuff that’s not really my own viewpoint.","{'anticipation': 0, 'fear': 0.001, 'anger': 0.014, 'sadness': 0.054, 'surprise': 0.069, 'joy': 0.088, 'trust': 0.392, 'disgust': 0.424}","['not', 'yes.', 'yes.', 'don’t', '“Ethics']"
7540,3D,3D_169,Q,"Okay, sure. Have you seen – can you give an example of how it’s worked well, and how it hasn’t? Apart from the marriage one, I guess.","{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0, 'anticipation': 0.119, 'joy': 0.17099999999999999, 'surprise': 0.176, 'trust': 0.5750000000000001}","['hasn’t?', 'how', 'how', 'guess.', 'can']"
7541,3D,3D_17,Q,From the state?,"{'anger': 0, 'sadness': 0.008, 'disgust': 0.016, 'trust': 0.055, 'fear': 0.096, 'joy': 0.14, 'surprise': 0.227, 'anticipation': 0.5}","['state?', 'From', 'the']"
7542,3D,3D_170,A,"Well, I think in most of the decisions that require discussion, and they are usually fairly obvious, but sometimes not – sometimes things come up and you go, “I hadn’t thought of it that way.” That’s typically how that manifests itself. People go, “Oh, I’d never actually thought of it that way.” That’s usually – I think that’s usually been because somebody is a member of a group that others are not members of. For example, we have one board member who has got very small children, and there was something that came up, and it was a very different point of view from those whose kids were 35 or teenagers or whatever. So I think it’s a – it’s that sort of, “I hadn’t considered that, because it doesn’t really apply to me.” Yes.","{'anger': 0, 'disgust': 0, 'sadness': 0.012, 'joy': 0.032, 'trust': 0.033, 'fear': 0.078, 'anticipation': 0.122, 'surprise': 0.22}","['actually', 'that’s', 'That’s', 'That’s', 'because']"
7543,3D,3D_171,Q,Okay. Did you want to say something?,"{'anger': 0, 'fear': 0.01, 'disgust': 0.012, 'sadness': 0.014, 'joy': 0.087, 'trust': 0.23800000000000002, 'surprise': 0.28700000000000003, 'anticipation': 0.393}","['something?', 'Did', 'want', 'say', 'to']"
7544,3D,3D_172,Q2,"Yes, I just wanted to say – as I said, I think we talked about the cognitive diversity before, but do you – in your experience, is things like gender, ethnic, social, those physical characteristics and blah-blah – is that a good predictor of cognitive diversity, or not?","{'sadness': 0, 'anger': 0, 'disgust': 0.043, 'fear': 0.051, 'joy': 0.107, 'surprise': 0.215, 'anticipation': 0.248, 'trust': 0.378}","['not?', 'or', 'gender,', 'is', 'is']"
7545,3D,3D_173,A,"I think in some they are, but not each – any particular one. I think you have to take them in combination with each other.","{'sadness': 0, 'anger': 0, 'surprise': 0.024, 'fear': 0.032, 'disgust': 0.134, 'joy': 0.195, 'trust': 0.29700000000000004, 'anticipation': 0.358}","['other.', 'but', 'are,', 'not', 'any']"
7546,3D,3D_174,Q,Meaning?,"{'anger': 0, 'sadness': 0.025, 'disgust': 0.07200000000000001, 'trust': 0.08, 'fear': 0.098, 'joy': 0.161, 'surprise': 0.293, 'anticipation': 0.312}",['Meaning?']
7547,3D,3D_175,A,"Meaning gender, plus ethnicity, plus socioeconomic – if you’ve been an academic for ten years, probably you have a lot of similarities with other academics who’ve been around for a while. You may be very different to somebody who’s got their first job as a level A academic after just finishing a PhD. It’s a combination of things. That’s something I think you haven’t touched on, but length of tenure is definitely part of that cognitive diversity picture – how long you’ve been on the board, how well you know the other people. But it’s that sort of intersectional idea. As I said, if you’re a lawyer and have gone to a Melbourne private school and been to Melbourne University, whether you’re male or female may not be as much – it might bring – in some conversations – in others, of course it will make some difference, but you may not get the diversity of thought from that diversity.","{'sadness': 0, 'anger': 0.02, 'surprise': 0.038, 'fear': 0.051, 'disgust': 0.09, 'anticipation': 0.109, 'joy': 0.31499999999999995, 'trust': 0.41900000000000004}","['ethnicity,', 'different', 'gender,', 'That’s', 'is']"
7548,3D,3D_176,A,"In others, it will. I was talking to somebody who employs lawyers and says that they really – they like to employ lawyers from the law school, because they’re often first in the family to go to university - they’ve struggled, they’ve scrambled, they’ve got through it – rather than people whose parents were lawyers and whose grandparents were lawyers, and yada yada. It’s a different way of thinking. Even though they’ve both done a law degree, it’s a different way of thinking. So I think it’s a combination.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0.013, 'disgust': 0.219, 'joy': 0.23700000000000002, 'anticipation': 0.238, 'trust': 0.33399999999999996}","['different', 'different', 'because', 'they’re', 'they’ve']"
7549,3D,3D_177,Q,"Okay, that’s good. Does your board consider ways to increase the board’s cognitive diversity when identifying potential new members? Given it’s so hard to identify, does it actually try to cultivate -?","{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0, 'surprise': 0.052, 'anticipation': 0.116, 'joy': 0.157, 'trust': 0.716}","['members?', 'does', 'Does', 'good.', '-?']"
7550,3D,3D_178,A,"By proxy. By all those things, by those skills. The differences – you have to do it by proxy. You get to interview someone for half an hour or whatever it is. You get some idea. But it’s by proxy.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.016, 'anticipation': 0.189, 'joy': 0.194, 'trust': 0.641}","['whatever', 'idea.', 'it’s', 'have', 'do']"
7551,3D,3D_179,Q,"Okay. So all things being equal, in a scenario where you’ve one board vacancy only, would you prefer this vacancy to be filled by a candidate who increases demographic diversity – for example gender, ethnicity, age, social diversity – or cognitive diversity?","{'sadness': 0, 'anger': 0.009, 'fear': 0.047, 'disgust': 0.05, 'surprise': 0.079, 'joy': 0.175, 'anticipation': 0.21300000000000002, 'trust': 0.46900000000000003}","['diversity?', 'would', 'ethnicity,', 'or', 'where']"
7552,3D,3D_18,A,"From the state, but also internally. There’s a fair bit of conversation about that. Internally it’s mostly around office bearers and committee chairs. So the president – well, it used to be – that’s just been changed now. It’s now called the chair of the board, but they were called the president of the management committee, or something – but – so the chair is male, and has been there for a while. We now have two deputy chairs, one male, one female, and the committee chairs – I just [wrote] 00:04:19 that down for that reason – committee chairs we’ve got two male committee chairs, and five female committee chairs. So basically the leadership positions are – they try to balance that out a little bit.","{'anger': 0, 'sadness': 0.005, 'fear': 0.011, 'surprise': 0.028, 'disgust': 0.104, 'anticipation': 0.224, 'trust': 0.33399999999999996, 'joy': 0.336}","['that’s', 'we’ve', 'It’s', 'it’s', 'changed']"
7553,3D,3D_180,A,It depends what already exists.,"{'anger': 0, 'surprise': 0, 'sadness': 0.002, 'disgust': 0.009, 'fear': 0.015, 'joy': 0.198, 'anticipation': 0.352, 'trust': 0.46399999999999997}","['depends', 'exists.', 'already', 'It', 'what']"
7554,3D,3D_181,Q,It depends on what already exists.,"{'sadness': 0, 'anger': 0, 'surprise': 0, 'disgust': 0.006, 'fear': 0.016, 'joy': 0.208, 'anticipation': 0.28500000000000003, 'trust': 0.526}","['depends', 'exists.', 'already', 'It', 'on']"
7555,3D,3D_182,A,So if we have a big -,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'trust': 0.069, 'joy': 0.121, 'anticipation': 1.5086}","['if', 'have', 'So', 'we', 'big']"
7556,3D,3D_183,Q2,All other things being equal -,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.041, 'joy': 0.107, 'trust': 0.893}","['equal', 'All', 'being', '-', 'other']"
7557,3D,3D_184,A,"Yes, well – it’s a get out of jail card. Yes. Ceteris paribus. That’s great. It’s an experiment. Well, personally, if everything was equal, and we already had the same amount of cognitive diversity on the board as we have demographic diversity already existing, and this person will be adding to one or other of the aspects of diversity – if that’s what you’re asking -","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'disgust': 0.001, 'anger': 0.023, 'surprise': 0.206, 'joy': 0.323, 'trust': 0.489}","['great.', 'equal,', 'Yes,', 'Yes.', 'Well,']"
7558,3D,3D_185,Q2,That’s the – yes.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.017, 'joy': 0.11599999999999999, 'trust': 0.908}","['yes.', 'That’s', '–', 'the']"
7559,3D,3D_186,A,"- Probably cognitive diversity, I think. but I would be greedy and go outside the square and Say, “Why not both?” and look for somebody with both then.","{'joy': 0.011, 'sadness': 0.029, 'anger': 0.035, 'surprise': 0.047, 'fear': 0.089, 'trust': 0.125, 'disgust': 0.20099999999999998, 'anticipation': 0.504}","['would', 'Say,', 'both?”', 'think.', '“Why']"
7560,3D,3D_187,Q,Cognitive diversity and gender.,"{'fear': 0.015, 'sadness': 0.017, 'anger': 0.034, 'disgust': 0.063, 'surprise': 0.085, 'anticipation': 0.21300000000000002, 'joy': 0.236, 'trust': 0.377}","['gender.', 'diversity', 'and', 'Cognitive']"
7561,3D,3D_188,A,If you can. But no experiment is ever constructed that way.,"{'anger': 0, 'surprise': 0, 'fear': 0.033, 'sadness': 0.06, 'joy': 0.101, 'anticipation': 0.209, 'trust': 0.281, 'disgust': 0.357}","['no', 'But', 'can.', 'way.', 'is']"
7562,3D,3D_189,Q,"Yes. Anyway, the point there also was to look at, “Well, can sometimes gender trump because of the situation?”","{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0.035, 'surprise': 0.047, 'anticipation': 0.122, 'joy': 0.173, 'trust': 0.664}","['situation?”', 'can', '“Well,', 'Anyway,', 'Yes.']"
7563,3D,3D_19,Q,"Okay. So you’ve got age and gender. Anything else, like economic background, cultural background?","{'anger': 0, 'sadness': 0.017, 'disgust': 0.024, 'fear': 0.045, 'joy': 0.15, 'trust': 0.202, 'anticipation': 0.29300000000000004, 'surprise': 0.311}","['background?', 'gender.', 'Anything', 'So', 'else,']"
7564,3D,3D_190,A,"It can in our case for sure, absolutely. In our board, yes it can, because of the rules that we have – the minister said, “You must -” so we do.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.015, 'anticipation': 0.019, 'joy': 0.1, 'trust': 0.907}","['sure,', 'yes', 'absolutely.', 'must', 'do.']"
7565,3D,3D_191,Q,"And also, you might be opening a whole new range of services for women, for babies. You might be opening the replacement for – then do you want – would you go for women -","{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0.002, 'surprise': 0.029, 'joy': 0.053, 'trust': 0.07, 'anticipation': 0.886}","['would', 'might', 'might', 'want', 'be']"
7566,3D,3D_192,A,"Well, they’re board members. They’re not operational, so maybe not as – it’s not as big as a driver really. I can see the point, but yes, we do have – we have quite strict rules and so we follow those. So for the choice between some cognitive diversity and we are short of a female board member, then we will get a female board member. If we don’t, we’ll send it to them and they’ll change it, which has happened.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'fear': 0.006, 'disgust': 0.055, 'anticipation': 0.184, 'joy': 0.197, 'trust': 0.599}","['but', 'They’re', 'they’re', 'Well,', 'it’s']"
7567,3D,3D_193,Q,"Okay, so strategy is overwritten by the rules. How convenient. Board diversity seems to be quite complex. There are different kinds of diversity and the relative importance probably differs, and the usefulness or riskiness of different kinds of diversity can depend on the situation that the company is facing. Have you any last comments on this complexity before we move onto cultivating?","{'sadness': 0, 'anger': 0, 'disgust': 0.015, 'fear': 0.028, 'joy': 0.079, 'surprise': 0.1, 'anticipation': 0.166, 'trust': 0.6539999999999999}","['cultivating?', 'different', 'different', 'can', 'convenient.']"
7568,3D,3D_194,A,"On complexity – a lot of the risk that the board is willing to take on appointing people depends on who’s already on the board, and if it’s in a happy state. So I think on our board we could probably say yes to almost anyone and say, “We’ll make them fit in some way,” or, “We’ll deal with them.” If it’s a bit more fractured I think it’s quite difficult to do. But I think that’s – I think you can drive yourself completely mad. What I didn’t say in the process part was – we have a governance remuneration sub-committee of the board who deals with the board appointments, as well as CEO stuff.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.14400000000000002, 'trust': 0.385, 'anticipation': 0.512}","['“We’ll', '“We’ll', 'depends', 'that’s', 'willing']"
7569,3D,3D_195,A,"So there’s usually a smaller group of people that deal with all the staff and drive themselves mad, and I’ve done that on previous occasions, [touring agencies] 00:50:24, et cetera, and then present that to the board and say, “Are you okay with this?” But you can drive yourself mad if you don’t take a punt at some stage and go, “Look, I think this person will fit. They’ll grow into the role. They’re missing this and this, but they’ve got these good things over here. We’ll take a risk and do that.”","{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0, 'surprise': 0.007, 'anticipation': 0.176, 'joy': 0.194, 'trust': 0.664}","['fit.', 'They’ll', 'yourself', 'done', 'okay']"
7570,3D,3D_196,Q,"Okay, good. A nice picture of a resilient [ford] 00:50:44. So cultivating diversity – does your board do anything to cultivate new potential members?","{'sadness': 0, 'fear': 0, 'anger': 0.002, 'disgust': 0.01, 'anticipation': 0.011, 'surprise': 0.215, 'joy': 0.281, 'trust': 0.522}","['good.', 'nice', 'cultivating', 'resilient', 'Okay,']"
7571,3D,3D_197,A,"Yes. As I said, we try and get people on the sub-committees, but also, for example, we were sitting around talking about sub-committee membership, because that changes – can change every year. Somebody said, “We’ve got [a vid of] 00:51:11 renewal in this committee,” because somebody left the board, and a new committee chair – “We should see this more often,” and I said, “Okay, fine. [Ange] 00:51:19, do you want to be -?” because I was chair of the governance remuneration committee – I said, “Well, are you interested?” She said, “Yes, okay, fine.” You just – because she’d been on the committee for a year or so, and she’s a lawyer, she was able to step up to that.","{'anger': 0, 'sadness': 0.001, 'surprise': 0.018, 'fear': 0.038, 'disgust': 0.07, 'trust': 0.22199999999999998, 'joy': 0.295, 'anticipation': 0.397}","['“We’ve', '“Well,', 'said,', 'said,', 'said,']"
7572,3D,3D_198,Q2,"So these – in terms of cultivating potential, future directors, et cetera, are these sub-committees or families, whatever you call them in your domain, are they entirely board members?","{'sadness': 0, 'anger': 0.011, 'fear': 0.049, 'disgust': 0.085, 'joy': 0.147, 'trust': 0.177, 'surprise': 0.193, 'anticipation': 0.6444}","['members?', 'are', 'are', 'or', 'whatever']"
7573,3D,3D_199,A,No.,"{'trust': 0.011, 'anticipation': 0.016, 'anger': 0.025, 'surprise': 0.033, 'fear': 0.038, 'joy': 0.133, 'sadness': 0.158, 'disgust': 0.627}",['No.']
7574,3D,3D_2,A,No.,"{'trust': 0.011, 'anticipation': 0.016, 'anger': 0.025, 'surprise': 0.033, 'fear': 0.038, 'joy': 0.133, 'sadness': 0.158, 'disgust': 0.627}",['No.']
7575,3D,3D_20,A,"There’s certainly skills diversity. We have – cultural background, not so much. Certainly in terms of skills, yes. We have requirements for certain skills which must be present on a board: legal; accounting; there has to be a clinician, of some sort on the board -","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.014, 'anticipation': 0.017, 'joy': 0.11499999999999999, 'trust': 0.895}","['yes.', 'Certainly', 'certainly', 'legal;', 'There’s']"
7576,3D,3D_200,Q,So you put in people [from outside] 00:51:56?,"{'anger': 0, 'sadness': 0.024, 'trust': 0.089, 'fear': 0.104, 'disgust': 0.122, 'surprise': 0.136, 'joy': 0.204, 'anticipation': 0.362}","['00:51:56?', 'So', '[from', 'outside]', 'people']"
7577,3D,3D_201,A,"You can, yes.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.022, 'joy': 0.089, 'trust': 0.93}","['yes.', 'can,', 'You']"
7578,3D,3D_202,Q,"So, is that then seen as a mechanism to test people?","{'sadness': 0, 'anger': 0, 'disgust': 0.037, 'fear': 0.089, 'joy': 0.127, 'trust': 0.173, 'surprise': 0.277, 'anticipation': 0.33599999999999997}","['people?', 'is', 'So,', 'then', 'to']"
7579,3D,3D_203,A,"Not so much test, but allow them to – see whether they’re interested.","{'sadness': 0, 'anger': 0, 'fear': 0.045, 'surprise': 0.102, 'disgust': 0.102, 'joy': 0.241, 'anticipation': 0.264, 'trust': 0.287}","['whether', 'allow', 'they’re', 'but', 'so']"
7580,3D,3D_204,Q,Get a feel for it.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.182, 'trust': 0.40800000000000003, 'joy': 0.452}","['feel', 'Get', 'for', 'it.', 'a']"
7581,3D,3D_205,A,"Yes, get a feel for it, see whether they’re interested.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.006, 'joy': 0.155, 'trust': 0.879}","['Yes,', 'interested.', 'feel', 'get', 'see']"
7582,3D,3D_206,Q,[Like an advert.] 00:52:10,"{'trust': 0.007, 'anger': 0.02, 'sadness': 0.021, 'surprise': 0.049, 'fear': 0.104, 'disgust': 0.14100000000000001, 'anticipation': 0.33299999999999996, 'joy': 0.366}","['00:52:10', 'advert.]', '[Like', 'an']"
7583,3D,3D_207,A,"Whether they can – yes, test in the other sense of test. Yes, to make sure they’re interested and – do people – a lot of people really don’t know what goes on in those situations. So it’s not all shouting and carrying on and making wild decisions. It’s discussing the accounts for the last finances, whatever.","{'anger': 0, 'sadness': 0.022, 'surprise': 0.057, 'fear': 0.063, 'anticipation': 0.14, 'joy': 0.194, 'disgust': 0.211, 'trust': 0.35300000000000004}","['whatever.', 'Whether', 'can', 'what', 'they’re']"
7584,3D,3D_208,Q,Sub-committees?,"{'anger': 0, 'sadness': 0.017, 'trust': 0.07200000000000001, 'fear': 0.107, 'surprise': 0.128, 'disgust': 0.14100000000000001, 'joy': 0.205, 'anticipation': 0.371}",['Sub-committees?']
7585,3D,3D_209,A,"Sub-committees, yes. I think – local community members who want to be involved, we find a way of involving them.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.097, 'joy': 0.17099999999999999, 'trust': 0.774}","['yes.', 'involved,', 'be', 'I', 'think']"
7586,3D,3D_21,Q,Because it’s a hospital?,"{'anger': 0, 'sadness': 0.007, 'disgust': 0.041999999999999996, 'trust': 0.048, 'fear': 0.093, 'joy': 0.111, 'anticipation': 0.362, 'surprise': 0.377}","['hospital?', 'Because', 'a', 'it’s']"
7587,3D,3D_210,Q,What about appointments of CEs and things like that? Giving people senior management experience? Making sure that’s a diverse – that diversity happens there.,"{'sadness': 0, 'surprise': 0, 'fear': 0.016, 'anger': 0.024, 'disgust': 0.048, 'anticipation': 0.16499999999999998, 'joy': 0.263, 'trust': 0.525}","['experience?', 'that?', 'What', 'that’s', 'there.']"
7588,3D,3D_211,A,"Well, that’s – the board tends not to get too much involved in the next level down, but we have – except in terms of continuity planning, succession planning – we have noted the progress of the deputy CEO in terms of their ability to step up when the CEO – I’ll just give you a quick sketch. Our CEO is seen as a shining light in the health department. Everybody loves her. The minister loved her. So another neighbouring health service found themselves suddenly without a CEO, and came to us for help and said, “Could we borrow yours for the part-time please?” because they were out of – they were in danger of not being compliant, and that’s a bad thing.","{'sadness': 0.007, 'anger': 0.025, 'surprise': 0.03, 'fear': 0.043, 'disgust': 0.097, 'trust': 0.196, 'anticipation': 0.206, 'joy': 0.436}","['“Could', 'said,', 'yours', 'her.', 'her.']"
7589,3D,3D_212,A,"So we set up something so that she is now currently the CEO of both [Karrington] 00:54:01 Health Service and [Hepburn] Health Service, which services that whole shire out there. So the deputy CEO, we created that position, and allowed the person who was director of nursing to step up into that role and to get more of a – because she had applied the previous round for CEO of our hospital, and was unsuccessful in getting that position. So there is a bit of that, but not too much of it.","{'sadness': 0, 'fear': 0, 'surprise': 0.001, 'anger': 0.002, 'disgust': 0.109, 'trust': 0.29300000000000004, 'anticipation': 0.316, 'joy': 0.321}","['that,', 'currently', 'because', 'So', 'So']"
7590,3D,3D_213,Q,"Okay, and that’s – do you think in terms of diversity, or just -","{'sadness': 0, 'anger': 0, 'surprise': 0.009, 'fear': 0.025, 'disgust': 0.047, 'anticipation': 0.176, 'joy': 0.251, 'trust': 0.534}","['or', 'that’s', 'do', 'just', 'and']"
